
--------------------------------------------------------------------------------------------------------------
Author: Satyam Kotikalapudi Objective: Scheduling RTS tasks TimeStamp:Fri Oct 11 23:20:54 2013
--------------------------------------------------------------------------------------------------------------
ph(0 ):0       |p(0 ):250  |e(0 ):6.4545   |D(0 ):250  |u(0 ):0.025818
ph(1 ):0       |p(1 ):250  |e(1 ):30.1303  |D(1 ):250  |u(1 ):0.120521
ph(2 ):0       |p(2 ):250  |e(2 ):0.3437   |D(2 ):250  |u(2 ):0.0013748
ph(3 ):0       |p(3 ):250  |e(3 ):0.1022   |D(3 ):250  |u(3 ):0.0004088
ph(4 ):0       |p(4 ):250  |e(4 ):5.7349   |D(4 ):250  |u(4 ):0.0229396
ph(5 ):0       |p(5 ):250  |e(5 ):5.7557   |D(5 ):250  |u(5 ):0.0230228
ph(6 ):0       |p(6 ):250  |e(6 ):5.7974   |D(6 ):250  |u(6 ):0.0231896
ph(7 ):0       |p(7 ):250  |e(7 ):5.8807   |D(7 ):250  |u(7 ):0.0235228
ph(8 ):0       |p(8 ):250  |e(8 ):6.0472   |D(8 ):250  |u(8 ):0.0241888
ph(9 ):0       |p(9 ):250  |e(9 ):4.3071   |D(9 ):250  |u(9 ):0.0172284
ph(10):0       |p(10):250  |e(10):7.7672   |D(10):250  |u(10):0.0310688
ph(11):0       |p(11):250  |e(11):14.6875  |D(11):250  |u(11):0.05875
ph(12):0       |p(12):250  |e(12):7.183    |D(12):250  |u(12):0.028732
ph(13):0       |p(13):250  |e(13):7.3999   |D(13):250  |u(13):0.0295996
ph(14):0       |p(14):250  |e(14):7.8337   |D(14):250  |u(14):0.0313348
ph(15):0       |p(15):250  |e(15):8.7012   |D(15):250  |u(15):0.0348048
ph(16):0       |p(16):250  |e(16):8.7012   |D(16):250  |u(16):0.0348048
ph(17):0       |p(17):250  |e(17):8.1264   |D(17):250  |u(17):0.0325056
ph(18):0       |p(18):250  |e(18):8.1264   |D(18):250  |u(18):0.0325056
ph(19):0       |p(19):250  |e(19):8.4815   |D(19):250  |u(19):0.033926
ph(20):0       |p(20):250  |e(20):9.1918   |D(20):250  |u(20):0.0367672
ph(21):0       |p(21):250  |e(21):9.1918   |D(21):250  |u(21):0.0367672
ph(22):0       |p(22):250  |e(22):3.217    |D(22):250  |u(22):0.012868
ph(23):0       |p(23):250  |e(23):3.5179   |D(23):250  |u(23):0.0140716
ph(24):0       |p(24):250  |e(24):3.6363   |D(24):250  |u(24):0.0145452
ph(25):0       |p(25):250  |e(25):5.1914   |D(25):250  |u(25):0.0207656
ph(26):0       |p(26):250  |e(26):0.1496   |D(26):250  |u(26):0.0005984
ph(27):0       |p(27):500  |e(27):3.3671   |D(27):500  |u(27):0.0067342
ph(28):0       |p(28):500  |e(28):3.3671   |D(28):500  |u(28):0.0067342
ph(29):0       |p(29):500  |e(29):3.3671   |D(29):500  |u(29):0.0067342
ph(30):0       |p(30):500  |e(30):3.3671   |D(30):500  |u(30):0.0067342
ph(31):0       |p(31):500  |e(31):3.3671   |D(31):500  |u(31):0.0067342
ph(32):0       |p(32):2000 |e(32):3.1913   |D(32):2000 |u(32):0.00159565
ph(33):0       |p(33):2000 |e(33):5.1122   |D(33):2000 |u(33):0.0025561
ph(34):0       |p(34):2000 |e(34):0.5047   |D(34):2000 |u(34):0.00025235
ph(35):0       |p(35):2000 |e(35):0.5906   |D(35):2000 |u(35):0.0002953
ph(36):0       |p(36):6000 |e(36):2.4799   |D(36):6000 |u(36):0.000413317
ph(37):0       |p(37):6000 |e(37):0.199    |D(37):6000 |u(37):3.31667e-005
ph(38):0       |p(38):6000 |e(38):0.6898   |D(38):6000 |u(38):0.000114967
--------------------------------------------------------------------------------
Total system Utilization: 0.805562
Trying to schedule 723 tasks in (0-6000) interval
p RM schedule 
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
start: 0     | Execution:6.4545   | jobno: (1  ,1   )| Deadline: 250      |(Start,End): (0     ,6.4545)|   hit
start: 0     | Execution:30.1303  | jobno: (2  ,1   )| Deadline: 250      |(Start,End): (6.4545,36.5848)|   hit
start: 0     | Execution:0.3437   | jobno: (3  ,1   )| Deadline: 250      |(Start,End): (36.5848,36.9285)|   hit
start: 0     | Execution:0.1022   | jobno: (4  ,1   )| Deadline: 250      |(Start,End): (36.9285,37.0307)|   hit
start: 0     | Execution:5.7349   | jobno: (5  ,1   )| Deadline: 250      |(Start,End): (37.0307,42.7656)|   hit
start: 0     | Execution:5.7557   | jobno: (6  ,1   )| Deadline: 250      |(Start,End): (42.7656,48.5213)|   hit
start: 0     | Execution:5.7974   | jobno: (7  ,1   )| Deadline: 250      |(Start,End): (48.5213,54.3187)|   hit
start: 0     | Execution:5.8807   | jobno: (8  ,1   )| Deadline: 250      |(Start,End): (54.3187,60.1994)|   hit
start: 0     | Execution:6.0472   | jobno: (9  ,1   )| Deadline: 250      |(Start,End): (60.1994,66.2466)|   hit
start: 0     | Execution:4.3071   | jobno: (10 ,1   )| Deadline: 250      |(Start,End): (66.2466,70.5537)|   hit
start: 0     | Execution:7.7672   | jobno: (11 ,1   )| Deadline: 250      |(Start,End): (70.5537,78.3209)|   hit
start: 0     | Execution:14.6875  | jobno: (12 ,1   )| Deadline: 250      |(Start,End): (78.3209,93.0084)|   hit
start: 0     | Execution:7.183    | jobno: (13 ,1   )| Deadline: 250      |(Start,End): (93.0084,100.191)|   hit
start: 0     | Execution:7.3999   | jobno: (14 ,1   )| Deadline: 250      |(Start,End): (100.191,107.591)|   hit
start: 0     | Execution:7.8337   | jobno: (15 ,1   )| Deadline: 250      |(Start,End): (107.591,115.425)|   hit
start: 0     | Execution:8.7012   | jobno: (16 ,1   )| Deadline: 250      |(Start,End): (115.425,124.126)|   hit
start: 0     | Execution:8.7012   | jobno: (17 ,1   )| Deadline: 250      |(Start,End): (124.126,132.827)|   hit
start: 0     | Execution:8.1264   | jobno: (18 ,1   )| Deadline: 250      |(Start,End): (132.827,140.954)|   hit
start: 0     | Execution:8.1264   | jobno: (19 ,1   )| Deadline: 250      |(Start,End): (140.954,149.08)|   hit
start: 0     | Execution:8.48151  | jobno: (20 ,1   )| Deadline: 250      |(Start,End): (149.08,157.562)|   hit
start: 0     | Execution:9.1918   | jobno: (21 ,1   )| Deadline: 250      |(Start,End): (157.562,166.754)|   hit
start: 0     | Execution:9.1918   | jobno: (22 ,1   )| Deadline: 250      |(Start,End): (166.754,175.945)|   hit
start: 0     | Execution:3.217    | jobno: (23 ,1   )| Deadline: 250      |(Start,End): (175.945,179.162)|   hit
start: 0     | Execution:3.5179   | jobno: (24 ,1   )| Deadline: 250      |(Start,End): (179.162,182.68)|   hit
start: 0     | Execution:3.63631  | jobno: (25 ,1   )| Deadline: 250      |(Start,End): (182.68,186.317)|   hit
start: 0     | Execution:5.19141  | jobno: (26 ,1   )| Deadline: 250      |(Start,End): (186.317,191.508)|   hit
start: 0     | Execution:0.149597 | jobno: (27 ,1   )| Deadline: 250      |(Start,End): (191.508,191.658)|   hit
start: 0     | Execution:3.3671   | jobno: (28 ,1   )| Deadline: 500      |(Start,End): (191.658,195.025)|   hit
start: 0     | Execution:3.3671   | jobno: (29 ,1   )| Deadline: 500      |(Start,End): (195.025,198.392)|   hit
start: 0     | Execution:3.3671   | jobno: (30 ,1   )| Deadline: 500      |(Start,End): (198.392,201.759)|   hit
start: 0     | Execution:3.3671   | jobno: (31 ,1   )| Deadline: 500      |(Start,End): (201.759,205.126)|   hit
start: 0     | Execution:3.3671   | jobno: (32 ,1   )| Deadline: 500      |(Start,End): (205.126,208.493)|   hit
start: 0     | Execution:3.1913   | jobno: (33 ,1   )| Deadline: 2000     |(Start,End): (208.493,211.684)|   hit
start: 0     | Execution:5.1122   | jobno: (34 ,1   )| Deadline: 2000     |(Start,End): (211.684,216.797)|   hit
